Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.00210018,3.04441
32,0.947432,0.153761,3.06282
33,0.897179,0.0468117,3.32687
34,0.849591,0.0353549,3.30536
35,0.804528,0.0293403,3.45816
36,0.761854,0.0273495,3.61246
37,0.721444,0.0263747,3.61771
38,0.683178,0.0262954,3.76274
39,0.646941,0.0260595,3.74192
40,0.612626,0.0262089,3.89703
41,0.580132,0.0562061,4.10901
42,0.549361,0.026864,4.23266
43,0.520222,0.0264788,4.52131
44,0.492628,0.0263679,4.63277
45,0.466499,0.0271634,4.75044
46,0.441755,0.0268144,4.9503
47,0.418324,0.0271981,5.16268
48,0.396135,0.0272224,5.26368
49,0.375124,0.0274116,5.46655
50,0.355226,0.0278286,5.65697
51,0.336385,0.0446628,5.80249
52,0.318542,0.0288726,5.97524
53,0.301646,0.0291101,6.04604
54,0.285647,0.0291764,6.12516
55,0.270495,0.0298859,6.24053
56,0.256148,0.0302655,6.24639
57,0.242562,0.030358,6.54494
58,0.229696,0.0309782,6.43076
59,0.217512,0.0311199,6.60885
60,0.205975,0.0312575,6.77961
61,0.19505,0.0436481,6.77564
62,0.184704,0.0319962,6.93004
63,0.174907,0.0316014,7.21094
64,0.16563,0.0318837,7.42
65,0.156845,0.0318159,7.35126
66,0.148525,0.0324508,7.44883
67,0.140647,0.0329773,7.45249
68,0.133187,0.0337003,7.46804
69,0.126123,0.0339227,7.62764
70,0.119433,0.0336985,7.64372
71,0.113098,0.0425763,7.82649
72,0.107099,0.0338919,7.98346
73,0.101418,0.034292,7.93508
74,0.0960391,0.0338501,8.02371
75,0.090945,0.0344539,8.13703
76,0.0861212,0.034757,8.27938
77,0.0815532,0.0348216,8.3716
78,0.0772275,0.0351498,8.28316
79,0.0731312,0.0356769,8.21266
80,0.0692522,0.0360308,8.20952
81,0.065579,0.0435557,8.34427
82,0.0621006,0.0367462,8.47884
83,0.0588067,0.0374814,8.61236
84,0.0556875,0.0375735,8.5842
85,0.0527337,0.0374615,8.65641
86,0.0499367,0.0376714,8.78774
87,0.0472879,0.0376494,8.80237
88,0.0447797,0.0379733,8.85947
89,0.0424045,0.0378884,8.89957
90,0.0401553,0.037867,8.92763
