Episode,Epsilon,Q Value Loss,E[R]
0,1,0,0.255145
1,1,0,0.700785
2,1,0,1.02069
3,1,0,1.27904
4,1,0,1.5627
5,1,0,1.59585
6,1,0,1.82059
7,1,0,2.11796
8,1,0,2.23098
9,1,0,2.23077
10,1,0,2.30303
11,1,0,2.34526
12,1,0,2.46312
13,1,0,2.44718
14,1,0,2.70235
15,1,0,2.67901
16,1,0,2.7912
17,1,0,2.78803
18,1,0,2.96578
19,1,0,2.96033
20,1,0,2.84236
21,1,0,2.74324
22,1,0,2.88213
23,1,0,2.88747
24,1,0,2.93772
25,1,0,2.89034
26,1,0,2.94541
27,1,0,2.98696
28,1,0,3.14609
29,1,0,3.02969
30,1,0,3.02563
31,1,0.00199717,3.04441
32,0.947432,0.0997726,3.06467
33,0.897179,0.0382474,3.32853
34,0.849591,0.0293503,3.30687
35,0.804528,0.0277875,3.45952
36,0.761854,0.0273812,3.61368
37,0.721444,0.0267352,3.61881
38,0.683178,0.0268288,3.76373
39,0.646941,0.0265682,3.83281
40,0.612626,0.0269548,3.97883
41,0.580132,0.0725477,4.18263
42,0.549361,0.0316799,4.29892
43,0.520222,0.0310451,4.67094
44,0.492628,0.0307545,4.76744
45,0.466499,0.0306245,4.87164
46,0.441755,0.0303685,5.028
47,0.418324,0.0301523,5.23261
48,0.396135,0.0302406,5.33561
49,0.375124,0.0307896,5.44129
50,0.355226,0.030995,5.63424
51,0.336385,0.0690096,5.78203
52,0.318542,0.0396606,5.95683
53,0.301646,0.038808,6.11947
54,0.285647,0.0382957,6.19124
55,0.270495,0.0396042,6.30001
56,0.256148,0.0390865,6.29992
57,0.242562,0.0388403,6.59312
58,0.229696,0.0397683,6.47412
59,0.217512,0.0394922,6.59473
60,0.205975,0.0394282,6.7669
61,0.19505,0.0689175,6.74443
62,0.184704,0.0476768,6.90195
63,0.174907,0.0455513,7.18566
64,0.16563,0.0457974,7.39724
65,0.156845,0.0458508,7.33078
66,0.148525,0.0457684,7.4304
67,0.140647,0.046119,7.4359
68,0.133187,0.0452888,7.45311
69,0.126123,0.0451392,7.6142
70,0.119433,0.0447131,7.72163
71,0.113098,0.0649717,7.79863
72,0.107099,0.0500598,7.95839
73,0.101418,0.0493092,7.91251
74,0.0960391,0.0481003,8.00341
75,0.090945,0.0482853,8.11875
76,0.0861212,0.0487062,8.26293
